id,energy_star_rating,backfilled_energy_star_rating
62428,70.0,70.0
62429,2.0,2.0
62430,46.0,46.0
62431,,63.35510204081633
62432,75.0,75.0
62433,,66.40599455040872
62434,,61.42553191489362
62435,76.0,76.0
62436,90.0,90.0
62437,72.0,72.0
62438,57.0,57.0
62439,100.0,100.0
62440,,63.59615384615385
62441,87.0,87.0
62442,,59.95402298850575
62443,45.0,45.0
62444,,75.82051282051282
62445,85.0,85.0
62446,,65.36666666666666
62447,95.0,95.0
62448,97.0,97.0
62449,100.0,100.0
62450,99.0,99.0
62451,,43.48275862068966
62452,97.0,97.0
62453,65.0,65.0
62454,86.0,86.0
62455,42.0,42.0
62456,1.0,1.0
62457,56.0,56.0
62458,85.0,85.0
62459,70.0,70.0
62460,78.0,78.0
62461,100.0,100.0
62462,,66.66176470588235
62463,25.0,25.0
62464,85.0,85.0
62465,85.0,85.0
62466,87.0,87.0
62467,1.0,1.0
62468,53.0,53.0
62469,83.0,83.0
62470,,65.59550561797752
62471,55.0,55.0
62472,,40.92
62473,100.0,100.0
62474,97.0,97.0
62475,65.0,65.0
62476,96.0,96.0
62477,76.0,76.0
62478,92.0,92.0
62479,66.0,66.0
62480,3.0,3.0
62481,85.0,85.0
62482,81.0,81.0
62483,100.0,100.0
62484,68.0,68.0
62485,70.0,70.0
62486,100.0,100.0
62487,74.0,74.0
62488,94.0,94.0
62489,29.0,29.0
62490,98.0,98.0
62491,98.0,98.0
62492,36.0,36.0
62493,,65.03380281690141
62494,93.0,93.0
62495,,63.99006622516556
62496,95.0,95.0
62497,81.0,81.0
62498,97.0,97.0
62499,48.0,48.0
62500,35.0,35.0
62501,99.0,99.0
62502,91.0,91.0
62503,93.0,93.0
62504,98.0,98.0
62505,90.0,90.0
62506,91.0,91.0
62507,86.0,86.0
62508,98.0,98.0
62509,96.0,96.0
62510,98.0,98.0
62511,,67.34782608695652
62512,90.0,90.0
62513,95.0,95.0
62514,31.0,31.0
62515,77.0,77.0
62516,92.0,92.0
62517,84.0,84.0
62518,100.0,100.0
62519,66.0,66.0
62520,61.0,61.0
62521,100.0,100.0
62522,,69.02325581395348
62523,97.0,97.0
62524,53.0,53.0
62525,100.0,100.0
62526,86.0,86.0
62527,75.0,75.0
62528,64.0,64.0
62529,100.0,100.0
62530,61.0,61.0
62531,31.0,31.0
62532,81.0,81.0
62533,,63.99006622516556
62534,100.0,100.0
62535,49.0,49.0
62536,37.0,37.0
62537,26.0,26.0
62538,,60.34228187919463
62539,51.0,51.0
62540,99.0,99.0
62541,87.0,87.0
62542,38.0,38.0
62543,58.0,58.0
62544,,45.02
62545,100.0,100.0
62546,69.0,69.0
62547,50.0,50.0
62548,28.0,28.0
62549,57.0,57.0
62550,100.0,100.0
62551,44.0,44.0
62552,75.0,75.0
62553,,68.22857142857143
62554,56.0,56.0
62555,60.0,60.0
62556,24.0,24.0
62557,,63.35510204081633
62558,41.0,41.0
62559,60.0,60.0
62560,90.0,90.0
62561,89.0,89.0
62562,40.0,40.0
62563,50.0,50.0
62564,63.0,63.0
62565,99.0,99.0
62566,77.0,77.0
62567,33.0,33.0
62568,98.0,98.0
62569,,60.83783783783784
62570,47.0,47.0
62571,,47.411764705882355
62572,,69.02325581395348
62573,49.0,49.0
62574,60.0,60.0
62575,51.0,51.0
62576,78.0,78.0
62577,51.0,51.0
62578,62.0,62.0
62579,95.0,95.0
62580,18.0,18.0
62581,49.0,49.0
62582,79.0,79.0
62583,69.0,69.0
62584,,68.66379310344827
62585,23.0,23.0
62586,28.0,28.0
62587,28.0,28.0
62588,34.0,34.0
62589,85.0,85.0
62590,39.0,39.0
62591,41.0,41.0
62592,60.0,60.0
62593,9.0,9.0
62594,22.0,22.0
62595,82.0,82.0
62596,63.0,63.0
62597,31.0,31.0
62598,43.0,43.0
62599,85.0,85.0
62600,8.0,8.0
62601,84.0,84.0
62602,94.0,94.0
62603,1.0,1.0
62604,87.0,87.0
62605,34.0,34.0
62606,100.0,100.0
62607,,66.99492385786802
62608,88.0,88.0
62609,23.0,23.0
62610,35.0,35.0
62611,,55.361702127659576
62612,,53.05882352941177
62613,92.0,92.0
62614,65.0,65.0
62615,98.0,98.0
62616,20.0,20.0
62617,,46.705128205128204
62618,97.0,97.0
62619,38.0,38.0
62620,99.0,99.0
62621,76.0,76.0
62622,92.0,92.0
62623,,65.23255813953489
62624,87.0,87.0
62625,75.0,75.0
62626,,66.40599455040872
62627,89.0,89.0
62628,73.0,73.0
62629,67.0,67.0
62630,,61.104
62631,,56.26
62632,,57.64179104477612
62633,,65.03380281690141
62634,58.0,58.0
62635,,68.43428571428572
62636,78.0,78.0
62637,99.0,99.0
62638,98.0,98.0
62639,51.0,51.0
62640,82.0,82.0
62641,,53.68627450980392
62642,5.0,5.0
62643,64.0,64.0
62644,,67.54098360655738
62645,100.0,100.0
62646,55.0,55.0
62647,83.0,83.0
62648,,49.30434782608695
62649,62.0,62.0
62650,1.0,1.0
62651,,65.03380281690141
62652,,63.138888888888886
62653,91.0,91.0
62654,,66.40599455040872
62655,99.0,99.0
62656,1.0,1.0
62657,,63.70245398773006
62658,,61.42553191489362
62659,,70.28282828282828
62660,81.0,81.0
62661,,57.54430379746835
62662,,56.26
62663,,65.78181818181818
62664,,61.42553191489362
62665,,58.18181818181818
62666,,57.0
62667,24.0,24.0
62668,100.0,100.0
62669,23.0,23.0
62670,98.0,98.0
62671,100.0,100.0
62672,10.0,10.0
62673,1.0,1.0
62674,3.0,3.0
62675,64.0,64.0
62676,6.0,6.0
62677,65.0,65.0
62678,73.0,73.0
62679,,59.95402298850575
62680,1.0,1.0
62681,,63.35510204081633
62682,91.0,91.0
62683,9.0,9.0
62684,47.0,47.0
62685,,46.705128205128204
62686,87.0,87.0
62687,62.0,62.0
62688,100.0,100.0
62689,74.0,74.0
62690,13.0,13.0
62691,,61.42553191489362
62692,,65.03380281690141
62693,,61.39622641509434
62694,78.0,78.0
62695,69.0,69.0
62696,,61.360759493670884
62697,,65.69620253164557
62698,,62.53398058252427
62699,89.0,89.0
62700,,60.83783783783784
62701,88.0,88.0
62702,55.0,55.0
62703,72.0,72.0
62704,,72.83333333333333
62705,86.0,86.0
62706,56.0,56.0
62707,15.0,15.0
62708,75.0,75.0
62709,96.0,96.0
62710,58.0,58.0
62711,55.0,55.0
62712,97.0,97.0
62713,,72.83333333333333
62714,98.0,98.0
62715,100.0,100.0
62716,99.0,99.0
62717,100.0,100.0
62718,100.0,100.0
62719,89.0,89.0
62720,86.0,86.0
62721,67.0,67.0
62722,61.0,61.0
62723,,60.83783783783784
62724,99.0,99.0
62725,100.0,100.0
62726,80.0,80.0
62727,99.0,99.0
62728,63.0,63.0
62729,80.0,80.0
62730,80.0,80.0
62731,99.0,99.0
62732,92.0,92.0
62733,,65.78181818181818
62734,49.0,49.0
62735,,60.34228187919463
62736,45.0,45.0
62737,,72.28440366972477
62738,68.0,68.0
62739,,44.46017699115044
62740,76.0,76.0
62741,69.0,69.0
62742,79.0,79.0
62743,82.0,82.0
62744,11.0,11.0
62745,85.0,85.0
62746,56.0,56.0
62747,,60.69565217391305
62748,,67.54098360655738
62749,40.0,40.0
62750,42.0,42.0
62751,97.0,97.0
62752,60.0,60.0
62753,39.0,39.0
62754,88.0,88.0
62755,14.0,14.0
62756,28.0,28.0
62757,50.0,50.0
62758,77.0,77.0
62759,,53.10769230769231
62760,74.0,74.0
62761,49.0,49.0
62762,86.0,86.0
62763,64.0,64.0
62764,45.0,45.0
62765,,63.59615384615385
62766,,46.705128205128204
62767,95.0,95.0
62768,80.0,80.0
62769,80.0,80.0
62770,39.0,39.0
62771,75.0,75.0
62772,,63.35510204081633
62773,71.0,71.0
62774,100.0,100.0
62775,100.0,100.0
62776,58.0,58.0
62777,100.0,100.0
62778,85.0,85.0
62779,96.0,96.0
62780,100.0,100.0
62781,78.0,78.0
62782,89.0,89.0
62783,100.0,100.0
62784,69.0,69.0
62785,,53.10769230769231
62786,65.0,65.0
62787,62.0,62.0
62788,100.0,100.0
62789,84.0,84.0
62790,79.0,79.0
62791,96.0,96.0
62792,72.0,72.0
62793,49.0,49.0
62794,75.0,75.0
62795,95.0,95.0
62796,,60.34228187919463
62797,41.0,41.0
62798,7.0,7.0
62799,30.0,30.0
62800,100.0,100.0
62801,,63.70245398773006
62802,,56.26
62803,,56.26
62804,,52.92857142857143
62805,,63.35510204081633
62806,,52.92857142857143
62807,,63.35510204081633
62808,,63.35510204081633
62809,,63.35510204081633
62810,,52.92857142857143
62811,55.0,55.0
62812,,59.61176470588235
62813,,57.64179104477612
62814,,63.08
62815,100.0,100.0
62816,37.0,37.0
62817,,50.73076923076923
62818,100.0,100.0
62819,66.0,66.0
62820,100.0,100.0
62821,49.0,49.0
62822,100.0,100.0
62823,100.0,100.0
62824,100.0,100.0
62825,,66.99492385786802
62826,75.0,75.0
62827,57.0,57.0
62828,65.0,65.0
62829,,63.35510204081633
62830,76.0,76.0
62831,82.0,82.0
62832,98.0,98.0
62833,96.0,96.0
62834,95.0,95.0
62835,70.0,70.0
62836,77.0,77.0
62837,90.0,90.0
62838,100.0,100.0
62839,63.0,63.0
62840,,63.08
62841,66.0,66.0
62842,78.0,78.0
62843,,69.02325581395348
62844,,64.48979591836735
62845,73.0,73.0
62846,81.0,81.0
62847,82.0,82.0
62848,80.0,80.0
62849,,63.35510204081633
62850,87.0,87.0
62851,68.0,68.0
62852,90.0,90.0
62853,3.0,3.0
62854,,67.34782608695652
62855,71.0,71.0
62856,37.0,37.0
62857,,61.104
62858,100.0,100.0
62859,,48.940677966101696
62860,43.0,43.0
62861,51.0,51.0
62862,60.0,60.0
62863,98.0,98.0
62864,44.0,44.0
62865,80.0,80.0
62866,22.0,22.0
62867,9.0,9.0
62868,100.0,100.0
62869,98.0,98.0
62870,,67.34782608695652
62871,70.0,70.0
62872,84.0,84.0
62873,86.0,86.0
62874,38.0,38.0
62875,,66.66176470588235
62876,23.0,23.0
62877,68.0,68.0
62878,,51.1025641025641
62879,68.0,68.0
62880,17.0,17.0
62881,55.0,55.0
62882,70.0,70.0
62883,65.0,65.0
62884,,65.46417445482867
62885,9.0,9.0
62886,4.0,4.0
62887,62.0,62.0
62888,59.0,59.0
62889,99.0,99.0
62890,81.0,81.0
62891,100.0,100.0
62892,,44.46017699115044
62893,,45.19417475728155
62894,81.0,81.0
62895,99.0,99.0
62896,,53.68627450980392
62897,88.0,88.0
62898,77.0,77.0
62899,52.0,52.0
62900,,67.14754098360656
62901,91.0,91.0
62902,,59.95402298850575
62903,92.0,92.0
62904,,65.03380281690141
62905,85.0,85.0
62906,93.0,93.0
62907,86.0,86.0
62908,58.0,58.0
62909,100.0,100.0
62910,,63.70245398773006
62911,6.0,6.0
62912,84.0,84.0
62913,,54.925925925925924
62914,,57.64179104477612
62915,98.0,98.0
62916,91.0,91.0
62917,90.0,90.0
62918,40.0,40.0
62919,53.0,53.0
62920,44.0,44.0
62921,96.0,96.0
62922,90.0,90.0
62923,46.0,46.0
62924,35.0,35.0
62925,95.0,95.0
62926,87.0,87.0
62927,25.0,25.0
62928,82.0,82.0
62929,,63.35510204081633
62930,56.0,56.0
62931,,60.83783783783784
62932,,61.42553191489362
62933,69.0,69.0
62934,82.0,82.0
62935,80.0,80.0
62936,75.0,75.0
62937,57.0,57.0
62938,87.0,87.0
62939,60.0,60.0
62940,26.0,26.0
62941,65.0,65.0
62942,17.0,17.0
62943,72.0,72.0
62944,,66.66176470588235
62945,55.0,55.0
62946,81.0,81.0
62947,95.0,95.0
62948,11.0,11.0
62949,,62.91111111111111
62950,53.0,53.0
62951,75.0,75.0
62952,84.0,84.0
62953,100.0,100.0
62954,,60.65217391304348
62955,83.0,83.0
62956,66.0,66.0
62957,77.0,77.0
62958,63.0,63.0
62959,43.0,43.0
62960,21.0,21.0
62961,99.0,99.0
62962,100.0,100.0
62963,100.0,100.0
62964,61.0,61.0
62965,40.0,40.0
62966,,53.05882352941177
62967,55.0,55.0
62968,38.0,38.0
62969,32.0,32.0
62970,100.0,100.0
62971,,68.22857142857143
62972,68.0,68.0
62973,33.0,33.0
62974,91.0,91.0
62975,1.0,1.0
62976,12.0,12.0
62977,,42.69117647058823
62978,32.0,32.0
62979,43.0,43.0
62980,15.0,15.0
62981,,60.83783783783784
62982,99.0,99.0
62983,98.0,98.0
62984,89.0,89.0
62985,67.0,67.0
62986,,51.1025641025641
62987,,54.08181818181818
62988,85.0,85.0
62989,23.0,23.0
62990,29.0,29.0
62991,71.0,71.0
62992,66.0,66.0
62993,96.0,96.0
62994,78.0,78.0
62995,55.0,55.0
62996,76.0,76.0
62997,74.0,74.0
62998,91.0,91.0
62999,,48.940677966101696
63000,59.0,59.0
63001,56.0,56.0
63002,76.0,76.0
63003,,40.916666666666664
63004,,56.10526315789474
63005,,68.43428571428572
63006,,62.526785714285715
63007,68.0,68.0
63008,63.0,63.0
63009,83.0,83.0
63010,36.0,36.0
63011,18.0,18.0
63012,8.0,8.0
63013,,72.28440366972477
63014,83.0,83.0
63015,12.0,12.0
63016,96.0,96.0
63017,100.0,100.0
63018,12.0,12.0
63019,,49.442622950819676
63020,56.0,56.0
63021,79.0,79.0
63022,94.0,94.0
63023,2.0,2.0
63024,69.0,69.0
63025,10.0,10.0
63026,,60.83783783783784
63027,70.0,70.0
63028,,60.69565217391305
63029,,65.03380281690141
63030,,53.48780487804878
63031,62.0,62.0
63032,,45.19417475728155
63033,99.0,99.0
63034,,62.526785714285715
63035,,59.30769230769231
63036,5.0,5.0
63037,,66.40599455040872
63038,,44.46017699115044
63039,,62.53398058252427
63040,,67.14754098360656
63041,,45.19417475728155
63042,,45.19417475728155
63043,,45.19417475728155
63044,,45.19417475728155
63045,25.0,25.0
63046,31.0,31.0
63047,,67.16666666666667
63048,68.0,68.0
63049,,54.08181818181818
63050,49.0,49.0
63051,79.0,79.0
63052,55.0,55.0
63053,69.0,69.0
63054,54.0,54.0
63055,64.0,64.0
63056,19.0,19.0
63057,60.0,60.0
63058,38.0,38.0
63059,46.0,46.0
63060,58.0,58.0
63061,51.0,51.0
63062,,66.40599455040872
63063,,64.54
63064,98.0,98.0
63065,83.0,83.0
63066,90.0,90.0
63067,33.0,33.0
63068,52.0,52.0
63069,78.0,78.0
63070,82.0,82.0
63071,96.0,96.0
63072,,47.8974358974359
63073,95.0,95.0
63074,34.0,34.0
63075,100.0,100.0
63076,,49.30434782608695
63077,57.0,57.0
63078,69.0,69.0
63079,27.0,27.0
63080,99.0,99.0
63081,72.0,72.0
63082,62.0,62.0
63083,100.0,100.0
63084,9.0,9.0
63085,22.0,22.0
63086,,65.46417445482867
63087,15.0,15.0
63088,22.0,22.0
63089,36.0,36.0
63090,23.0,23.0
63091,100.0,100.0
63092,51.0,51.0
63093,24.0,24.0
63094,1.0,1.0
63095,100.0,100.0
63096,66.0,66.0
63097,1.0,1.0
63098,63.0,63.0
63099,64.0,64.0
63100,65.0,65.0
63101,100.0,100.0
63102,77.0,77.0
63103,,55.640625
63104,45.0,45.0
63105,48.0,48.0
63106,66.0,66.0
63107,41.0,41.0
63108,21.0,21.0
63109,63.0,63.0
63110,23.0,23.0
63111,28.0,28.0
63112,7.0,7.0
63113,23.0,23.0
63114,44.0,44.0
63115,100.0,100.0
63116,,58.18181818181818
63117,100.0,100.0
63118,74.0,74.0
63119,69.0,69.0
63120,38.0,38.0
63121,7.0,7.0
63122,33.0,33.0
63123,43.0,43.0
63124,37.0,37.0
63125,22.0,22.0
63126,,49.442622950819676
63127,,54.08181818181818
63128,27.0,27.0
63129,10.0,10.0
63130,17.0,17.0
63131,30.0,30.0
63132,,55.361702127659576
63133,45.0,45.0
63134,29.0,29.0
63135,1.0,1.0
63136,94.0,94.0
63137,55.0,55.0
63138,93.0,93.0
63139,18.0,18.0
63140,29.0,29.0
63141,92.0,92.0
63142,4.0,4.0
63143,58.0,58.0
63144,,66.40599455040872
63145,62.0,62.0
63146,88.0,88.0
63147,60.0,60.0
63148,10.0,10.0
63149,92.0,92.0
63150,18.0,18.0
63151,,56.10526315789474
63152,,47.8974358974359
63153,,58.39423076923077
63154,,58.39423076923077
63155,,65.78571428571429
63156,,69.4090909090909
63157,42.0,42.0
63158,43.0,43.0
63159,100.0,100.0
63160,2.0,2.0
63161,93.0,93.0
63162,,63.99006622516556
63163,78.0,78.0
63164,14.0,14.0
63165,27.0,27.0
63166,49.0,49.0
63167,,60.83783783783784
63168,87.0,87.0
63169,100.0,100.0
63170,36.0,36.0
63171,98.0,98.0
63172,32.0,32.0
63173,19.0,19.0
63174,47.0,47.0
63175,87.0,87.0
63176,95.0,95.0
63177,75.0,75.0
63178,50.0,50.0
63179,97.0,97.0
63180,9.0,9.0
63181,53.0,53.0
63182,97.0,97.0
63183,17.0,17.0
63184,,61.42553191489362
63185,49.0,49.0
63186,,60.69565217391305
63187,,60.69565217391305
63188,47.0,47.0
63189,,68.22857142857143
63190,15.0,15.0
63191,,66.66176470588235
63192,,66.26470588235294
63193,26.0,26.0
63194,,47.8974358974359
63195,9.0,9.0
63196,,69.02325581395348
63197,,65.78571428571429
63198,86.0,86.0
63199,14.0,14.0
63200,,61.42553191489362
63201,96.0,96.0
63202,7.0,7.0
63203,90.0,90.0
63204,30.0,30.0
63205,67.0,67.0
63206,,63.35510204081633
63207,73.0,73.0
63208,55.0,55.0
63209,73.0,73.0
63210,10.0,10.0
63211,32.0,32.0
63212,98.0,98.0
63213,41.0,41.0
63214,100.0,100.0
63215,,59.61176470588235
63216,77.0,77.0
63217,91.0,91.0
63218,86.0,86.0
63219,39.0,39.0
63220,,55.361702127659576
63221,56.0,56.0
63222,12.0,12.0
63223,65.0,65.0
63224,95.0,95.0
63225,,59.61176470588235
63226,45.0,45.0
63227,60.0,60.0
63228,62.0,62.0
63229,56.0,56.0
63230,1.0,1.0
63231,,61.42553191489362
63232,27.0,27.0
63233,97.0,97.0
63234,95.0,95.0
63235,100.0,100.0
63236,40.0,40.0
63237,25.0,25.0
63238,9.0,9.0
63239,72.0,72.0
63240,41.0,41.0
63241,5.0,5.0
63242,93.0,93.0
63243,,54.45945945945946
63244,3.0,3.0
63245,39.0,39.0
63246,44.0,44.0
63247,58.0,58.0
63248,2.0,2.0
63249,1.0,1.0
63250,90.0,90.0
63251,83.0,83.0
63252,13.0,13.0
63253,89.0,89.0
63254,38.0,38.0
63255,,66.40599455040872
63256,86.0,86.0
63257,60.0,60.0
63258,88.0,88.0
63259,96.0,96.0
63260,12.0,12.0
63261,72.0,72.0
63262,,63.99006622516556
63263,96.0,96.0
63264,51.0,51.0
63265,,60.34228187919463
63266,65.0,65.0
63267,,54.925925925925924
63268,6.0,6.0
63269,18.0,18.0
63270,,55.8
63271,67.0,67.0
63272,79.0,79.0
63273,81.0,81.0
63274,87.0,87.0
63275,4.0,4.0
63276,73.0,73.0
63277,39.0,39.0
63278,51.0,51.0
63279,92.0,92.0
63280,,63.70245398773006
63281,9.0,9.0
63282,24.0,24.0
63283,77.0,77.0
63284,96.0,96.0
63285,,67.54098360655738
63286,,53.48780487804878
63287,58.0,58.0
63288,36.0,36.0
63289,1.0,1.0
63290,66.0,66.0
63291,77.0,77.0
63292,67.0,67.0
63293,83.0,83.0
63294,92.0,92.0
63295,,65.46417445482867
63296,35.0,35.0
63297,70.0,70.0
63298,,59.61176470588235
63299,,63.99006622516556
63300,,63.99006622516556
63301,55.0,55.0
63302,68.0,68.0
63303,75.0,75.0
63304,79.0,79.0
63305,77.0,77.0
63306,23.0,23.0
63307,64.0,64.0
63308,73.0,73.0
63309,,45.19417475728155
63310,88.0,88.0
63311,42.0,42.0
63312,11.0,11.0
63313,1.0,1.0
63314,100.0,100.0
63315,100.0,100.0
63316,,66.40599455040872
63317,98.0,98.0
63318,77.0,77.0
63319,74.0,74.0
63320,87.0,87.0
63321,35.0,35.0
63322,,64.27083333333333
63323,76.0,76.0
63324,66.0,66.0
63325,80.0,80.0
63326,73.0,73.0
63327,19.0,19.0
63328,47.0,47.0
63329,1.0,1.0
63330,42.0,42.0
63331,55.0,55.0
63332,21.0,21.0
63333,82.0,82.0
63334,100.0,100.0
63335,,49.442622950819676
63336,,47.8974358974359
63337,22.0,22.0
63338,48.0,48.0
63339,100.0,100.0
63340,82.0,82.0
63341,84.0,84.0
63342,36.0,36.0
63343,85.0,85.0
63344,44.0,44.0
63345,100.0,100.0
63346,,63.70245398773006
63347,11.0,11.0
63348,97.0,97.0
63349,72.0,72.0
63350,35.0,35.0
63351,97.0,97.0
63352,16.0,16.0
63353,,68.26190476190476
63354,,66.7
63355,6.0,6.0
63356,19.0,19.0
63357,63.0,63.0
63358,72.0,72.0
63359,55.0,55.0
63360,64.0,64.0
63361,96.0,96.0
63362,,66.66176470588235
63363,52.0,52.0
63364,87.0,87.0
63365,21.0,21.0
63366,59.0,59.0
63367,50.0,50.0
63368,57.0,57.0
63369,14.0,14.0
63370,80.0,80.0
63371,41.0,41.0
63372,19.0,19.0
63373,12.0,12.0
63374,38.0,38.0
63375,41.0,41.0
63376,70.0,70.0
63377,69.0,69.0
63378,95.0,95.0
63379,6.0,6.0
63380,1.0,1.0
63381,99.0,99.0
63382,100.0,100.0
63383,34.0,34.0
63384,32.0,32.0
63385,99.0,99.0
63386,13.0,13.0
63387,,65.69620253164557
63388,93.0,93.0
63389,28.0,28.0
63390,62.0,62.0
63391,97.0,97.0
63392,59.0,59.0
63393,26.0,26.0
63394,46.0,46.0
63395,76.0,76.0
63396,87.0,87.0
63397,,40.916666666666664
63398,84.0,84.0
63399,78.0,78.0
63400,96.0,96.0
63401,16.0,16.0
63402,,47.8974358974359
63403,73.0,73.0
63404,59.0,59.0
63405,63.0,63.0
63406,100.0,100.0
63407,71.0,71.0
63408,57.0,57.0
63409,83.0,83.0
63410,44.0,44.0
63411,84.0,84.0
63412,49.0,49.0
63413,6.0,6.0
63414,43.0,43.0
63415,6.0,6.0
63416,100.0,100.0
63417,50.0,50.0
63418,85.0,85.0
63419,,63.138888888888886
63420,16.0,16.0
63421,,64.54
63422,49.0,49.0
63423,68.0,68.0
63424,44.0,44.0
63425,36.0,36.0
63426,100.0,100.0
63427,70.0,70.0
63428,93.0,93.0
63429,69.0,69.0
63430,1.0,1.0
63431,42.0,42.0
63432,38.0,38.0
63433,97.0,97.0
63434,37.0,37.0
63435,84.0,84.0
63436,64.0,64.0
63437,76.0,76.0
63438,64.0,64.0
63439,36.0,36.0
63440,,67.34782608695652
63441,7.0,7.0
63442,27.0,27.0
63443,76.0,76.0
63444,59.0,59.0
63445,,61.360759493670884
63446,41.0,41.0
63447,71.0,71.0
63448,49.0,49.0
63449,82.0,82.0
63450,38.0,38.0
63451,34.0,34.0
63452,47.0,47.0
63453,46.0,46.0
63454,,59.95402298850575
63455,26.0,26.0
63456,59.0,59.0
63457,67.0,67.0
63458,68.0,68.0
63459,40.0,40.0
63460,,69.02325581395348
63461,,60.34228187919463
63462,98.0,98.0
63463,86.0,86.0
63464,73.0,73.0
63465,57.0,57.0
63466,94.0,94.0
63467,90.0,90.0
63468,73.0,73.0
63469,92.0,92.0
63470,80.0,80.0
63471,75.0,75.0
63472,80.0,80.0
63473,96.0,96.0
63474,,67.54098360655738
63475,84.0,84.0
63476,89.0,89.0
63477,93.0,93.0
63478,46.0,46.0
63479,53.0,53.0
63480,30.0,30.0
63481,30.0,30.0
63482,,66.40599455040872
63483,2.0,2.0
63484,68.0,68.0
63485,57.0,57.0
63486,83.0,83.0
63487,30.0,30.0
63488,38.0,38.0
63489,88.0,88.0
63490,40.0,40.0
63491,84.0,84.0
63492,87.0,87.0
63493,95.0,95.0
63494,,48.940677966101696
63495,86.0,86.0
63496,62.0,62.0
63497,97.0,97.0
63498,60.0,60.0
63499,42.0,42.0
63500,94.0,94.0
63501,,67.89795918367346
63502,,61.42553191489362
63503,89.0,89.0
63504,96.0,96.0
63505,61.0,61.0
63506,91.0,91.0
63507,,47.8974358974359
63508,1.0,1.0
63509,34.0,34.0
63510,84.0,84.0
63511,,54.925925925925924
63512,79.0,79.0
63513,62.0,62.0
63514,98.0,98.0
63515,4.0,4.0
63516,,51.1025641025641
63517,45.0,45.0
63518,5.0,5.0
63519,80.0,80.0
63520,82.0,82.0
63521,73.0,73.0
63522,62.0,62.0
63523,71.0,71.0
63524,42.0,42.0
63525,26.0,26.0
63526,61.0,61.0
63527,13.0,13.0
63528,71.0,71.0
63529,91.0,91.0
63530,69.0,69.0
63531,99.0,99.0
63532,89.0,89.0
63533,69.0,69.0
63534,5.0,5.0
63535,,62.91111111111111
63536,,68.16494845360825
63537,,70.28282828282828
63538,91.0,91.0
63539,96.0,96.0
63540,85.0,85.0
63541,100.0,100.0
63542,100.0,100.0
63543,61.0,61.0
63544,77.0,77.0
63545,81.0,81.0
63546,40.0,40.0
63547,47.0,47.0
63548,41.0,41.0
63549,91.0,91.0
63550,20.0,20.0
63551,,65.03380281690141
63552,100.0,100.0
63553,15.0,15.0
63554,33.0,33.0
63555,98.0,98.0
63556,58.0,58.0
63557,1.0,1.0
63558,100.0,100.0
63559,100.0,100.0
63560,68.0,68.0
63561,83.0,83.0
63562,56.0,56.0
63563,92.0,92.0
63564,72.0,72.0
63565,,59.95402298850575
63566,81.0,81.0
63567,89.0,89.0
63568,41.0,41.0
63569,26.0,26.0
63570,83.0,83.0
63571,38.0,38.0
63572,24.0,24.0
63573,15.0,15.0
63574,29.0,29.0
63575,72.0,72.0
63576,49.0,49.0
63577,38.0,38.0
63578,100.0,100.0
63579,55.0,55.0
63580,48.0,48.0
63581,46.0,46.0
63582,54.0,54.0
63583,71.0,71.0
63584,59.0,59.0
63585,,49.442622950819676
63586,62.0,62.0
63587,66.0,66.0
63588,32.0,32.0
63589,22.0,22.0
63590,20.0,20.0
63591,51.0,51.0
63592,99.0,99.0
63593,18.0,18.0
63594,70.0,70.0
63595,17.0,17.0
63596,,53.48780487804878
63597,,44.46017699115044
63598,,58.39423076923077
63599,81.0,81.0
63600,69.0,69.0
63601,50.0,50.0
63602,22.0,22.0
63603,,69.92592592592592
63604,,68.26190476190476
63605,69.0,69.0
63606,84.0,84.0
63607,12.0,12.0
63608,27.0,27.0
63609,77.0,77.0
63610,3.0,3.0
63611,72.0,72.0
63612,27.0,27.0
63613,35.0,35.0
63614,50.0,50.0
63615,36.0,36.0
63616,,65.46417445482867
63617,78.0,78.0
63618,28.0,28.0
63619,61.0,61.0
63620,6.0,6.0
63621,18.0,18.0
63622,71.0,71.0
63623,,49.442622950819676
63624,64.0,64.0
63625,23.0,23.0
63626,57.0,57.0
63627,36.0,36.0
63628,,63.42285714285714
63629,100.0,100.0
63630,5.0,5.0
63631,63.0,63.0
63632,22.0,22.0
63633,1.0,1.0
63634,,61.23529411764706
63635,44.0,44.0
63636,35.0,35.0
63637,,51.1025641025641
63638,20.0,20.0
63639,27.0,27.0
63640,45.0,45.0
63641,43.0,43.0
63642,,63.70245398773006
63643,84.0,84.0
63644,18.0,18.0
63645,41.0,41.0
63646,94.0,94.0
63647,87.0,87.0
63648,5.0,5.0
63649,31.0,31.0
63650,92.0,92.0
63651,13.0,13.0
63652,2.0,2.0
63653,17.0,17.0
63654,34.0,34.0
63655,73.0,73.0
63656,11.0,11.0
63657,68.0,68.0
63658,28.0,28.0
63659,,65.03380281690141
63660,89.0,89.0
63661,70.0,70.0
63662,95.0,95.0
63663,32.0,32.0
63664,42.0,42.0
63665,52.0,52.0
63666,,49.442622950819676
63667,,66.99492385786802
63668,7.0,7.0
63669,46.0,46.0
63670,83.0,83.0
63671,50.0,50.0
63672,57.0,57.0
63673,,53.10769230769231
63674,,61.42553191489362
63675,,61.42553191489362
63676,58.0,58.0
63677,62.0,62.0
63678,41.0,41.0
63679,32.0,32.0
63680,99.0,99.0
63681,18.0,18.0
